FeedbackID,GuestID,HotelID,ReviewComments,ReviewType,ReviewScore,RecommendationLikelihood,RoomComfortScore,ServiceQualityScore,CleanlinessScore
683,560,45,"The bed was extremely comfortable, and the room was beautifully designed.",Positive,9,9,9,9,9
684,440,45,Great value for money with exceptional service and comfort.,Positive,9,9,9,9,9
685,513,45,"The staff made our stay unforgettable, very professional and friendly.",Positive,10,10,9,10,10
686,686,45,"The hotel is located in a prime area, and the amenities were top class.",Positive,9,9,9,9,9
687,1744,45,"Beautiful hotel with a cozy atmosphere, and the service was impeccable.",Positive,9,9,9,9,9
688,2725,45,"The decor of the room was modern and comfortable, and the service was excellent.",Positive,8,8,8,8,8
689,1451,45,"The room was quiet, clean, and very comfortable.",Positive,8,8,8,8,8
690,2102,45,"Excellent service, the staff went above and beyond to make our stay comfortable.",Positive,10,10,9,10,10
691,2315,45,"The breakfast was good, but the room was smaller than expected.",Neutral,7,7,7,7,8
692,1304,97,"The location is good, but the room decor felt a bit dated.",Neutral,6,6,6,7,7
693,4,97,"The hotel is stylish, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
694,275,97,"Comfortable stay, but the wi-fi was slow and unreliable.",Neutral,6,6,6,6,7
695,2972,97,"The service was decent, but the hotel could use some updates.",Neutral,6,6,6,7,7
696,2448,97,"Convenient location, but check-in took longer than expected.",Neutral,7,6,6,7,7
697,3461,97,"The cleanliness of the room was disappointing, with dust on the surfaces and a dirty carpet.",Negative,4,3,4,4,5
698,2444,97,"The breakfast options could have been better, with more variety.",Negative,4,4,4,4,5
699,189,96,The room had a musty smell that didnt go away during my stay.,Negative,4,4,4,4,5
700,2032,96,"The walls were thin, and i could hear noise from the neighboring rooms, which affected my sleep.",Negative,4,4,4,4,5
701,837,96,"The service at the hotel was below expectations, with long wait times for assistance.",Positive,9,9,9,9,9
702,3105,96,"The hotels location was fine, but it didnt feel particularly safe at night.",Positive,9,9,9,8,9
703,674,96,The gym facilities were inadequate and could use more equipment.,Positive,9,9,9,9,9
704,3330,96,"The check-in process was frustrating, with errors in our reservation.",Positive,10,10,9,10,10
705,1529,108,The air conditioning was inconsistent and made strange noises at night.,Positive,8,8,8,8,8
706,1029,108,The staff seemed overwhelmed and not very attentive to our needs.,Positive,9,9,9,8,9
707,1096,108,"The room was smaller than expected, and the bathroom felt cramped.",Positive,9,9,9,9,9
708,3319,108,The decor of the hotel felt dated and in need of a refresh.,Positive,8,8,8,8,8
709,2119,108,"The hotel was loud, and it was difficult to get a good night's sleep.",Positive,8,8,8,8,8
710,1006,108,"The amenities were lacking, and there was no pool or spa available.",Positive,9,9,9,9,9
711,409,108,"The parking situation was chaotic, with limited spaces available.",Positive,9,9,9,9,9
712,2229,108,"The hotels central location made it easy to explore the city, and the views from the room were fantastic.",Positive,8,8,8,8,8
713,336,98,The staff were exceptionally friendly and went out of their way to make our stay comfortable.,Positive,9,9,9,9,9
714,792,98,"The room was spacious and well-equipped, providing everything we needed for a comfortable stay.",Positive,8,8,8,8,8
715,3528,98,"The bed was incredibly comfortable, ensuring a great nights sleep.",Neutral,7,7,7,7,8
716,1938,98,"Breakfast was excellent, with a wide variety of options to suit all tastes.",Neutral,6,6,6,7,7
717,407,98,The hotels modern decor and ambiance added to the overall experience.,Neutral,6,6,6,7,7
718,3581,98,"The hotel was spotlessly clean, and the housekeeping staff did a great job each day.",Neutral,6,6,6,6,7
719,2578,98,"The rooftop terrace was a highlight, offering stunning views of the city.",Neutral,6,6,6,7,7
720,311,45,"The service at the hotel was top-notch, with staff always ready to assist with a smile.",Neutral,7,6,6,7,7
721,514,45,"The location is convenient, but the surrounding area can be a bit noisy.",Negative,4,3,4,4,5
722,3252,45,"The staff were polite, but there were some delays during check-in.",Negative,4,4,4,4,5
723,2387,45,"The air conditioning worked well, but it was a bit noisy.",Negative,4,4,4,4,5
724,2268,45,The breakfast area was small and got crowded quickly in the morning.,Negative,4,3,4,4,4
725,3349,45,"The room was fine, but the view wasnt as good as i expected.",Negative,4,4,4,4,5
726,2035,45,"The room was smaller than expected, and the bathroom felt cramped.",Positive,9,9,9,9,9
727,938,45,"The walls were thin, and i could hear noise from the neighboring rooms, which affected my sleep.",Positive,9,9,9,8,9
728,958,45,"The room was clean, but the furniture felt a bit outdated.",Positive,9,9,9,9,9
729,2757,45,"The cleanliness of the room was disappointing, with dust on the surfaces and a dirty carpet.",Positive,10,10,9,10,10
730,3513,45,"Parking was a bit of a challenge, with limited spaces available.",Positive,8,8,8,8,8
731,2616,45,"The breakfast options could have been better, with more variety.",Positive,9,9,9,8,9
732,965,45,"The hotel was fine for a short stay, but i wouldnt recommend it for a longer visit.",Positive,9,9,9,9,9
733,2989,45,The staff were friendly and helpful throughout our stay.,Positive,8,8,8,8,8
734,3210,45,The hotel had a nice ambiance that made us feel welcome.,Positive,8,8,8,8,8
735,147,45,The room had all the necessary amenities for a comfortable stay.,Positive,9,9,9,9,9
736,2724,45,The fitness center was well-equipped and met my needs perfectly.,Positive,9,9,9,9,9
737,987,45,"Overall, we had a pleasant experience and would consider returning.",Positive,8,8,8,8,8
738,3083,45,"The hotels location was decent, but it wasnt particularly special.",Positive,9,9,9,9,9
739,3162,45,The overall experience was satisfactory but could have been improved in some areas.,Positive,8,8,8,8,8
740,202,45,"The lobby was inviting, but the rest of the hotel didnt quite match that vibe.",Neutral,7,7,7,7,8
741,3276,45,"The heating in the room was inconsistent, leading to discomfort.",Neutral,6,6,6,7,7
742,1724,99,Some areas of the hotel appeared worn and in need of refurbishment.,Neutral,6,6,6,7,7
743,2730,99,The breakfast could have offered healthier options as well.,Neutral,6,6,6,6,7
744,3102,99,The rooftop bar provided stunning views and was a great spot to relax.,Neutral,6,6,6,7,7
745,1107,99,"The hotels decor was modern and stylish, adding to the overall experience.",Neutral,7,6,6,7,7
746,438,99,The room service was prompt and the food quality was excellent.,Negative,4,3,4,4,5
747,3580,99,"The overall experience was fine, but it didnt exceed my expectations.",Negative,4,4,4,4,5
748,1458,99,"The amenities were adequate, but nothing stood out as exceptional.",Negative,4,4,4,4,5
749,3671,99,"The service was okay, but i expected a bit more attentiveness.",Negative,4,3,4,4,4
750,2362,82,"The hotel's central location made it easy to explore the city, and the views from the room were fantastic.",Negative,4,4,4,4,5
751,13,82,The staff were exceptionally friendly and went out of their way to make our stay comfortable.,Positive,9,9,9,9,9
752,995,82,"The room was spacious and well-equipped, providing everything we needed for a comfortable stay.",Positive,9,9,9,8,9
753,29,82,"The bed was incredibly comfortable, ensuring a great nights sleep.",Positive,10,10,9,10,10
754,34,82,"Breakfast was excellent, with a wide variety of options to suit all tastes.",Positive,9,9,9,9,9
755,1850,83,The hotels modern decor and ambiance added to the overall experience.,Positive,8,8,8,8,8
756,1331,83,"The hotel was spotlessly clean, and the housekeeping staff did a great job each day.",Positive,9,9,9,8,9
757,2366,83,"The rooftop terrace was a highlight, offering stunning views of the city.",Positive,9,9,9,9,9
758,586,83,"The service at the hotel was top-notch, with staff always ready to assist with a smile.",Positive,8,8,8,8,8
759,1134,83,"The location is convenient, but the surrounding area can be a bit noisy.",Positive,8,8,8,8,8
760,1266,84,"The staff were polite, but there were some delays during check-in.",Positive,9,9,9,9,9
761,3132,84,"The air conditioning worked well, but it was a bit noisy.",Positive,9,9,9,9,9
762,2443,84,The breakfast area was small and got crowded quickly in the morning.,Positive,8,8,8,8,8
763,1154,84,"The room was fine, but the view wasnt as good as i expected.",Positive,9,9,9,9,9
764,1097,84,"The room was smaller than expected, and the bathroom felt cramped.",Positive,8,8,8,8,8
765,2857,84,"The walls were thin, and i could hear noise from the neighboring rooms, which affected my sleep.",Neutral,7,7,7,7,7
766,2491,84,"The room was clean, but the furniture felt a bit outdated.",Neutral,6,6,6,7,7
767,2677,84,"The hotel was stylish, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
768,1450,85,"Comfortable stay, but the wi-fi was slow and unreliable.",Neutral,6,6,6,6,7
769,370,85,"The service was decent, but the hotel could use some updates.",Neutral,6,6,6,7,7
770,488,85,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,6,7,7
771,3613,85,"The wi-fi was unreliable, and the room was not very comfortable.",Negative,4,3,4,4,5
772,1466,85,"The breakfast was disappointing, with limited options and poor quality.",Negative,4,4,4,4,5
773,898,85,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
774,95,85,"The service was poor, and the hotel did not meet our expectations.",Negative,4,3,4,4,4
775,2964,86,"The room was small and not worth the price, expected more for a 4-star hotel.",Negative,4,4,4,4,5
776,746,86,"The hotels design is stunning, and the staff were incredibly welcoming.",Positive,9,9,9,9,9
777,3166,86,"Perfect location close to major attractions, and the rooms were beautifully decorated.",Positive,10,10,9,10,10
778,875,86,"The ambiance of the hotel was unique, and the service was excellent.",Positive,9,9,9,9,9
779,2701,86,"The breakfast was outstanding, with a wide variety of choices.",Positive,9,9,9,9,9
780,2133,86,"The rooms were spacious and well-maintained, a very comfortable stay overall.",Positive,8,8,8,8,8
781,3579,86,"The hotel had a great location, and the staff were very professional.",Positive,9,9,9,8,9
782,3211,86,"The service was top-notch, and the staff went above and beyond to make our stay enjoyable.",Positive,10,10,9,10,10
783,1504,86,"Great value for money, with stylish rooms and friendly staff.",Positive,8,8,8,8,8
784,1797,111,"The room was quiet, clean, and very relaxing, perfect for a getaway.",Positive,9,9,9,9,9
785,1032,111,"The hotel is beautifully designed, and the atmosphere is very cozy.",Positive,9,9,9,9,9
786,1773,111,"The bed was very comfortable, and the room had all the amenities needed for a pleasant stay.",Positive,8,8,8,8,8
787,167,111,"Excellent location with easy access to everything, and the service was impeccable.",Positive,9,9,9,9,9
788,2759,111,The staff were attentive and made sure our stay was enjoyable.,Positive,9,9,9,9,9
789,3270,111,"The hotel was clean, stylish, and provided excellent service.",Positive,8,8,8,8,8
790,1340,111,"The breakfast was good, but the room was smaller than expected.",Neutral,7,7,7,7,8
791,1792,111,"The location is excellent, but the room decor felt a bit dated.",Neutral,6,6,6,7,7
792,710,111,"The hotel was beautiful, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
793,423,111,"Comfortable stay, but the wi-fi was slow and unreliable.",Neutral,6,6,6,6,7
794,784,111,"The service was decent, but the hotel could use some updates in the rooms.",Neutral,6,6,6,7,7
795,2950,111,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,6,7,7
796,1186,111,"The wi-fi was unreliable, and the room was not very comfortable.",Negative,4,3,4,4,5
797,3635,111,"The breakfast was disappointing, with limited options and poor quality.",Negative,4,4,4,4,5
798,695,111,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
799,2135,111,"The service was poor, and the hotel did not meet our expectations.",Negative,4,3,4,4,4
800,3279,111,"The room was small and not worth the price, expected more for a 4-star hotel.",Negative,4,4,4,4,5
801,2785,111,The staff were very professional and made our stay comfortable.,Positive,9,9,9,9,9
802,2114,111,Great location with easy access to key attractions.,Positive,9,9,9,8,9
803,2301,111,"The rooms were spacious, well-maintained, and comfortable.",Positive,9,9,9,9,9
804,545,111,The breakfast was delicious with a variety of options.,Positive,10,10,9,10,10
805,915,111,"The hotel had a cozy atmosphere, perfect for a relaxing stay.",Positive,8,8,8,8,8
806,3030,111,"Excellent service, the staff went out of their way to assist us.",Positive,9,9,9,9,9
807,3573,111,"Great value for money, with comfortable rooms and a pleasant atmosphere.",Positive,8,8,8,8,8
808,2638,111,"The room was clean and quiet, offering a peaceful environment.",Positive,8,8,8,8,8
809,953,111,"The hotel is well-located, with friendly and helpful staff.",Positive,9,9,9,9,9
810,1923,111,"The bed was very comfortable, and the room had all the necessary amenities.",Positive,9,9,9,9,9
811,2535,111,"Excellent location, and the hotel had a welcoming atmosphere.",Positive,8,8,8,8,8
812,1927,111,The staff were attentive and made sure our stay was enjoyable.,Positive,9,9,9,9,9
813,1937,111,"The hotel was clean, stylish, and provided excellent service.",Positive,8,8,8,8,8
814,3376,111,"The breakfast was good, but the room was smaller than expected.",Neutral,7,7,7,7,8
815,2791,111,"The location is good, but the room decor felt a bit dated.",Neutral,6,6,6,7,7
816,1805,111,"The hotel was comfortable, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
817,1448,111,"The wi-fi was slow, which was inconvenient for work purposes.",Neutral,6,6,6,6,7
818,326,111,"The service was adequate, but the hotel could use some updates.",Neutral,6,6,6,7,7
819,2093,111,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,6,7,7
820,2936,35,"The wi-fi was unreliable, and the room was not very comfortable.",Negative,4,3,4,4,5
821,466,35,"The breakfast was disappointing, with limited options and poor quality.",Negative,4,4,4,4,5
822,684,35,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
823,291,35,"The service was lacking, and the hotel did not meet my expectations.",Negative,4,3,4,4,4
824,768,35,"The room was small and not worth the price, expected more from a 4-star hotel.",Negative,4,4,4,4,5
825,588,35,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,5,7,7
826,1561,35,The staff were very welcoming and made our stay pleasant.,Positive,9,9,9,9,9
827,1528,35,Excellent location with easy access to the city center and attractions.,Positive,9,9,9,8,9
828,3624,35,"The rooms were spacious and well-maintained, providing a comfortable stay.",Positive,9,9,9,9,9
829,467,35,"The breakfast had a wide variety of options, and everything was delicious.",Positive,10,10,9,10,10
830,1546,42,"The hotel had a cozy and inviting atmosphere, perfect for relaxation.",Positive,8,8,8,8,8
831,722,42,"The service was excellent, and the staff were always ready to help.",Positive,9,9,9,9,9
832,2893,42,"Great value for money, with comfortable rooms and good amenities.",Positive,8,8,8,8,8
833,2997,42,"The room was clean, quiet, and very comfortable, offering a great nights sleep.",Positive,9,9,9,9,9
834,1917,42,"The hotel is well-located, with friendly and attentive staff.",Positive,9,9,9,9,9
835,1841,42,"The bed was very comfortable, and the room had all the amenities i needed.",Positive,9,9,9,9,9
836,176,42,"Excellent location, and the hotel had a welcoming atmosphere.",Positive,8,8,8,8,8
837,3085,42,The staff were attentive and ensured we had a comfortable stay.,Positive,9,9,9,9,9
838,1936,44,"The hotel was clean, modern, and provided excellent service.",Positive,8,8,8,8,8
839,734,44,"The breakfast was good, but the room was a bit small.",Neutral,7,7,7,7,8
840,1577,44,"The location is convenient, but the room decor could use an update.",Neutral,6,6,6,7,7
841,3510,44,"The hotel was comfortable, but the wi-fi was slow and unreliable.",Neutral,6,6,6,6,7
842,82,44,"The service was decent, but the hotel needs some improvements.",Neutral,6,6,6,7,7
843,325,44,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,6,7,7
844,3336,44,"The hotel is good, but the room was smaller than expected.",Neutral,7,6,6,7,7
845,3300,44,"The wi-fi was unreliable, and the room was not very comfortable.",Negative,4,3,4,4,5
846,332,44,"The breakfast was disappointing, with limited options and average quality.",Negative,4,4,4,4,5
847,360,44,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
848,1603,44,"The service was lacking, and the hotel did not meet my expectations.",Negative,4,3,4,4,4
849,1706,44,"The room was small and not worth the price, expected more from a 4-star hotel.",Negative,4,4,4,4,5
850,729,44,"The hotel was comfortable, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
851,1836,44,The staff were incredibly welcoming and made our stay very comfortable.,Positive,9,9,9,9,9
852,544,44,Excellent location with easy access to the citys main attractions.,Positive,9,9,9,8,9
853,2086,44,"The rooms were spacious, clean, and well-maintained.",Positive,9,9,9,9,9
854,309,44,"The breakfast was diverse and delicious, offering something for everyone.",Positive,10,10,9,10,10
855,796,44,"The hotel had a very relaxing atmosphere, perfect for unwinding after a busy day.",Positive,8,8,8,8,8
856,3641,44,"The service was top-notch, with staff going above and beyond to assist us.",Positive,9,9,9,9,9
857,499,44,"Great value for money, with comfortable rooms and a pleasant atmosphere.",Positive,8,8,8,8,8
858,599,44,"The room was quiet, clean, and provided a great nights sleep.",Positive,9,9,9,9,9
859,1522,44,"The hotel is conveniently located, with friendly and helpful staff.",Positive,9,9,9,9,9
860,1205,44,"The bed was very comfortable, and the room was well-equipped with all necessary amenities.",Positive,9,9,9,9,9
861,2832,44,Excellent location and a welcoming atmosphere made our stay enjoyable.,Positive,8,8,8,8,8
862,1634,44,The staff were attentive and made sure we had everything we needed.,Positive,9,9,9,9,9
863,259,44,"The hotel was stylish, modern, and provided excellent service.",Positive,8,8,8,8,8
864,1617,93,"The breakfast was good, but the room was a bit smaller than expected.",Neutral,7,7,7,7,8
865,306,93,"The location is convenient, but the room decor could use an update.",Neutral,6,6,6,7,7
866,1981,93,"The hotel was comfortable, but the room was a bit noisy at night.",Neutral,6,6,6,7,7
867,2695,93,"The wi-fi was slow, which was inconvenient during my stay.",Neutral,6,6,6,6,7
868,1420,93,"The service was adequate, but the hotel could benefit from some improvements.",Neutral,6,6,6,7,7
869,75,94,"The room was clean, but the amenities were basic for a 4-star hotel.",Neutral,7,6,6,7,7
870,426,94,"The wi-fi was unreliable, and the room was not as comfortable as expected.",Negative,4,3,4,4,5
871,861,94,"The breakfast was disappointing, with limited options and average quality.",Negative,4,4,4,4,5
872,3143,94,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
873,1156,94,"The service was lacking, and the hotel did not meet my expectations.",Negative,4,3,4,4,4
874,3561,44,"The room was small and not worth the price, expected more from a 4-star hotel.",Negative,4,4,4,4,5
875,3099,44,"The service was decent, but the hotel needs some improvements.",Neutral,7,6,6,7,7
876,487,44,The staff were very welcoming and made our stay comfortable.,Positive,9,9,9,9,9
877,3285,44,Great location with easy access to major attractions.,Positive,9,9,9,8,9
878,131,44,"The rooms were spacious and well-maintained, providing a comfortable stay.",Positive,9,9,9,9,9
879,3171,44,The breakfast offered a good variety of options and was delicious.,Positive,10,10,9,10,10
880,3128,44,"The hotel had a cozy atmosphere, perfect for relaxation after a long day.",Positive,8,8,8,8,8
881,3236,44,"The service was excellent, with staff going out of their way to assist us.",Positive,9,9,9,9,9
882,1338,44,"Great value for money, with comfortable rooms and friendly staff.",Positive,8,8,8,8,8
883,1910,44,"The room was clean, quiet, and provided a peaceful environment.",Positive,9,9,9,9,9
884,3427,44,"The hotel is well-located, with friendly and helpful staff.",Positive,9,9,9,9,9
885,693,44,"The bed was very comfortable, and the room had all the necessary amenities.",Positive,9,9,9,9,9
886,3087,44,"Excellent location with a welcoming atmosphere, made our stay enjoyable.",Positive,8,8,8,8,8
887,2069,44,The staff were attentive and ensured our stay was comfortable.,Positive,9,9,9,9,9
888,990,44,"The hotel was stylish, clean, and provided excellent service.",Positive,8,8,8,8,8
889,3497,44,"The breakfast was good, but the room was small",Neutral,7,7,7,7,8
890,1821,75,"The location is convenient, but the room decor was old fashioned.",Neutral,6,6,6,7,7
891,188,75,"The hotel was comfortable, but the room was a bit noisy.",Neutral,6,6,6,7,7
892,3146,75,"The wi-fi was slow, which was not good for work purposes.",Neutral,6,6,6,6,7
893,1472,75,"The service was adequate, but the hotel need some improvements.",Neutral,6,6,6,7,7
894,1316,75,"The room was clean, but the amenities should be better for a 4-star hotel.",Neutral,7,6,6,7,7
895,1993,75,"The hotel is good, but the room was smaller than expected.",Neutral,7,6,6,7,7
896,2548,75,"The wi-fi was unreliable, and the room was not very comfortable.",Negative,4,3,4,4,5
897,1346,75,"The breakfast was disappointing, with limited options and average quality.",Negative,4,4,4,4,5
898,2068,75,"The room decor was outdated, and the air conditioning was noisy.",Negative,4,4,4,4,5
899,224,75,"The service was lacking, and the hotel did not meet my expectations.",Negative,4,3,4,4,4
900,1661,75,"The room was small and not worth the price, expected more from a 4-star hotel.",Negative,4,4,4,4,5
901,3680,75,The room was spotless and the bed was incredibly comfortable.,Positive,9,9,9,9,9
902,1785,75,I loved the modern decor and the location was very convenient.,Positive,8,8,8,8,8
903,3507,75,Friendly staff who went out of their way to help me with my needs.,Positive,9,9,9,9,9
904,3662,75,The breakfast selection was varied and everything tasted fresh.,Negative,4,4,4,4,5
905,2094,75,"Quiet room, perfect for a good night's sleep after a long day.",Positive,8,8,8,8,8
906,2017,75,"Great value for money, especially considering the hotel's central location.",Positive,9,9,9,9,9
907,372,75,The room had everything i needed and the wi-fi was strong and reliable.,Positive,8,8,8,8,8
908,2064,75,"I was impressed by how clean the entire hotel was, especially my room.",Positive,9,9,9,9,9
909,2302,75,The staff were always smiling and eager to assist with any request.,Positive,8,8,8,8,8
910,3306,75,"The hotel is located close to public transport, making it easy to get around the city.",Positive,9,9,9,9,9
911,739,75,"The bed was one of the most comfortable i've ever slept in, would definitely stay again.",Positive,9,9,9,9,9
912,1822,75,"The atmosphere was very welcoming, and the service was excellent.",Positive,8,8,8,8,8
913,3527,75,"The gym was small but well-equipped, perfect for a quick workout.",Positive,8,8,8,8,8
914,886,75,"I enjoyed the stylish design of the hotel, it felt very modern and upscale.",Negative,4,4,4,4,5
915,1146,75,"The breakfast was decent, though i wished there were more options available.",Neutral,7,7,7,7,8
916,1278,92,"The room was nice, but the view from the window wasn't great.",Neutral,6,6,6,7,7
917,389,92,"Comfortable stay overall, but the wi-fi could have been faster.",Neutral,6,6,6,6,7
918,2386,92,"The location is good, but the room decor felt a little outdated.",Neutral,6,6,6,7,7
919,945,92,"The hotel was generally fine, but the service was a bit slow at times.",Neutral,6,6,6,7,7
920,98,91,"The room was smaller than expected for the price, but still comfortable.",Neutral,7,7,7,7,7
921,2297,91,"The noise from the street was a bit much, even with the windows closed.",Negative,4,4,4,4,5
922,1842,91,The air conditioning was loud and kept me up at night.,Negative,4,4,4,4,5
923,429,91,"The breakfast was disappointing, not many healthy options available.",Negative,4,4,4,4,5
924,2099,90,"I found the service to be lacking, and the staff were not very attentive.",Negative,4,3,4,4,4
925,2643,90,"The room was not as clean as i expected, and there was a musty smell.",Negative,4,4,4,4,4
926,2236,90,"The room was clean and the bed was comfortable, good value for money.",Positive,8,8,8,8,8
927,1628,90,"The location was convenient, close to public transport and shops.",Negative,4,4,4,4,5
928,2233,90,"The staff were friendly and helpful, making my stay enjoyable.",Negative,4,4,4,4,5
929,2865,89,"The breakfast was decent, offering a good variety of options.",Positive,8,8,7,8,8
930,3341,89,"The hotel offered a quiet environment, perfect for resting after a busy day.",Positive,8,8,8,8,8
931,968,89,"Great price for the quality offered, would stay here again.",Positive,8,8,8,8,8
932,1348,89,"The wi-fi was fast and reliable, which was very important for my work.",Negative,4,4,4,4,5
933,2671,89,"The hotel was clean and well-maintained, with comfortable rooms.",Positive,8,8,8,8,8
934,664,89,The staff were always available to answer my questions and provide assistance.,Positive,8,8,7,8,8
935,835,88,"The bed was comfortable, and the room had all the basics i needed for my stay.",Positive,8,8,8,8,8
936,2349,88,"I appreciated the central location, making it easy to explore the city.",Negative,4,4,4,4,5
937,2883,88,"The hotel offered good value for money, with clean and comfortable rooms.",Positive,8,8,8,8,8
938,646,88,The staff were very welcoming and made my stay pleasant.,Negative,4,4,4,4,5
939,1470,88,"The room was clean, but the furniture was a bit outdated.",Neutral,6,6,6,7,7
940,216,88,"The location was good, but the breakfast could have been better.",Neutral,6,6,6,7,7
941,742,87,"The hotel was okay, but i expected more for the price i paid.",Neutral,6,6,6,7,7
942,158,87,"The wi-fi was slow at times, which was frustrating.",Neutral,5,5,5,6,6
943,392,87,"The staff were polite, but the service was  slow.",Neutral,6,6,6,7,7
944,771,87,"The room was clean, but the walls were thin and i could hear noise from the neighboring rooms.",Neutral,5,5,5,6,6
945,2317,87,"The hotel was fine overall, but the breakfast lacked variety.",Neutral,6,6,6,7,7
946,1597,87,"The air conditioning was loud, making it difficult to sleep.",Negative,4,4,4,4,5
947,1313,87,"The room had a strange odor, and the cleanliness could have been better.",Negative,4,4,4,4,4
948,736,87,"The furniture was old and worn, and the room didnt feel very welcoming.",Negative,4,4,4,4,4
949,178,39,"The staff were not very attentive, and i felt like my concerns were not addressed properly.",Negative,4,4,4,4,4
950,1474,39,"The noise from the street was unbearable, and the windows didnt block out the sound.",Negative,3,3,3,3,4
951,2304,39,"The hotel had a chic design, and the room was very comfortable.",Positive,9,9,9,9,9
952,46,39,"I loved the location, right in the heart of the city.",Negative,4,4,4,4,5
953,3368,39,The staff were incredibly helpful and always available to assist.,Positive,9,9,9,9,9
954,3585,39,"The breakfast was fantastic, with a wide range of options to choose from.",Positive,9,9,8,9,9
955,1151,40,"The room was spotless, and i appreciated the attention to detail.",Positive,8,8,8,8,8
956,2414,40,"Excellent service throughout my stay, would highly recommend.",Positive,9,9,9,9,9
957,114,40,"The ambiance of the hotel was relaxing and stylish, perfect for a getaway.",Positive,8,8,8,8,8
958,678,40,"The bed was incredibly comfortable, and i had a great nights sleep.",Positive,9,9,9,9,9
959,847,40,The hotels location made it easy to explore the citys main attractions.,Negative,4,4,4,4,5
960,3478,32,The staff were friendly and always greeted me with a smile.,Positive,9,9,9,9,9
961,412,32,"The room was spacious and well-equipped, had everything i needed.",Positive,9,9,9,9,9
962,1694,32,"Great value for money, especially given the hotels central location.",Positive,8,8,8,8,8
963,177,32,"The cleanliness of the hotel was impressive, everything was spotless.",Positive,9,9,9,9,9
964,2947,32,"The hotel had a cozy feel, and the staff were very attentive.",Positive,8,8,8,8,8
965,649,32,"I had a pleasant stay, and the wi-fi worked perfectly throughout my visit.",Positive,8,8,8,8,8
966,2587,32,"The breakfast was good, but the coffee could have been better.",Neutral,6,6,7,6,7
967,694,32,"The room was nice, but the view wasnt great.",Neutral,6,6,6,7,7
968,247,32,"Overall, the stay was fine, but the room was smaller than i expected.",Neutral,6,6,6,7,7
969,1716,32,"The hotel is in a good location, but the noise from the street was a bit disturbing.",Neutral,7,7,7,7,7
970,464,32,"The wi-fi was slow, making it difficult to work from my room.",Neutral,5,5,6,6,6
971,1461,32,"The decor in the room was a bit outdated, could use a refresh.",Neutral,6,6,6,7,7
972,1536,32,The air conditioning in my room was noisy and kept me up at night.,Negative,4,4,4,4,5
973,3506,32,"The breakfast was underwhelming, with limited options available.",Negative,4,4,4,4,5
974,3424,32,"The staff were polite, but the service was slow, which was frustrating.",Negative,4,4,4,4,4
975,119,35,"The room had a strange smell, and the cleanliness wasnt up to par.",Negative,3,3,3,3,4
976,3476,35,"The room was small but very clean, good value for the price.",Positive,8,8,7,8,8
977,1020,35,"The location was fantastic, close to everything i wanted to see.",Positive,9,9,8,9,9
978,3223,35,"The staff were helpful and friendly, made my stay pleasant.",Positive,8,8,8,8,8
979,2041,35,"The breakfast was basic but satisfactory, enough to start the day.",Positive,8,8,7,8,8
980,992,35,"The bed was comfortable, and the room had all the essentials.",Positive,8,8,8,8,8
981,1865,35,"I appreciated the free wi-fi, which was strong throughout my stay.",Positive,9,9,8,9,9
982,3361,35,"The hotel was clean and well-maintained, which made my stay enjoyable.",Positive,8,8,8,8,8
983,804,35,"Great location and good value, would recommend for short stays.",Positive,8,8,8,8,8
984,2941,35,"The staff were always available to assist, which was very reassuring.",Positive,8,8,7,8,8
985,3611,35,"The room was simple but comfortable, exactly what i needed.",Positive,8,8,8,8,8
986,511,35,The proximity to public transport made getting around the city easy.,Positive,9,9,8,9,9
987,1317,35,"The hotel offered good value for money, especially considering the central location.",Positive,8,8,8,8,8
988,887,35,The staff were very welcoming and made sure i had everything i needed.,Positive,9,9,8,9,9
989,1903,35,"The room was clean and quiet, perfect for resting after a long day of sightseeing.",Positive,8,8,8,8,8
990,2177,35,"The hotel was fine overall, but the room decor felt a little dated.",Neutral,6,6,6,7,7
991,1323,35,"The location was good, but the breakfast options were limited.",Neutral,6,6,6,7,7
992,1356,35,"The room was clean, but the walls were a bit thin, could hear noise from the hallway.",Neutral,5,5,5,6,6
993,50,36,"The wi-fi was slow at times, which was a bit frustrating.",Neutral,6,6,6,6,6
994,2812,36,"The staff were polite, but the service was a bit slow, especially during check-in.",Neutral,6,6,6,7,7
995,1307,36,"The room was okay, but the bathroom could have been cleaner.",Neutral,5,5,5,6,6
